"Precio compra" "Precio mantenimiento" "Número puertas" "Número personas" "Tamaño maletero" "Seguridad" "Aceptación del coche"
"Bajo" "Alto" 3 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Alto" 3 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Alto" 3 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Alto" 3 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Alto" 3 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Alto" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" 3 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" 3 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 4 "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 3 4 "Medio" "Alto" "Aceptable"
"Bajo" "Alto" 3 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 4 "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 3 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" 3 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 3 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Alto" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 3 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 3 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Alto" 4 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Alto" 4 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Alto" 4 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Alto" 4 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Alto" 4 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Alto" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" 4 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" 4 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 4 "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 4 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Alto" 4 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 4 "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 4 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" 4 "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Alto" 4 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Alto" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" 4 "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Alto" 4 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Alto" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Alto" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" 4 "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 4 "Medio" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Alto" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" 4 "Grande" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Alto" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Pequeño" "Alto" "Aceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Alto" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Grande" "Medio" "Aceptable"
"Bajo" "Alto" "5 o más" "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Medio" 2 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Medio" 2 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Medio" 2 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Medio" 2 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Medio" 2 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Medio" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" 2 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" 2 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 4 "Medio" "Medio" "Aceptable"
"Bajo" "Medio" 2 4 "Medio" "Alto" "Bueno"
"Bajo" "Medio" 2 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 4 "Grande" "Medio" "Bueno"
"Bajo" "Medio" 2 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Medio" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Bajo" "Medio" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Medio" 2 "Más de 4" "Medio" "Alto" "Bueno"
"Bajo" "Medio" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 2 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Medio" 2 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Medio" 3 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Medio" 3 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Medio" 3 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Medio" 3 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Medio" 3 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Medio" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" 3 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" 3 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 4 "Medio" "Medio" "Aceptable"
"Bajo" "Medio" 3 4 "Medio" "Alto" "Bueno"
"Bajo" "Medio" 3 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 4 "Grande" "Medio" "Bueno"
"Bajo" "Medio" 3 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" 3 "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Medio" 3 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Medio" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 3 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Medio" 3 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Medio" 4 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Medio" 4 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Medio" 4 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Medio" 4 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Medio" 4 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Medio" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" 4 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" 4 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 4 "Medio" "Medio" "Bueno"
"Bajo" "Medio" 4 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Medio" 4 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 4 "Grande" "Medio" "Bueno"
"Bajo" "Medio" 4 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" 4 "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Medio" 4 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Medio" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" 4 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Medio" 4 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Medio" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Medio" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" "5 o más" 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 4 "Medio" "Medio" "Bueno"
"Bajo" "Medio" "5 o más" 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Medio" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" 4 "Grande" "Medio" "Bueno"
"Bajo" "Medio" "5 o más" 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Medio" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Medio" "5 o más" "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Medio" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Medio" "5 o más" "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Medio" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Medio" "5 o más" "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Medio" "5 o más" "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 2 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Bajo" 2 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Bajo" 2 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Bajo" 2 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Bajo" 2 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Bajo" 2 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Bajo" 2 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" 2 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" 2 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 4 "Medio" "Medio" "Aceptable"
"Bajo" "Bajo" 2 4 "Medio" "Alto" "Bueno"
"Bajo" "Bajo" 2 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 4 "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 2 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 2 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 "Más de 4" "Pequeño" "Medio" "Inaceptable"
"Bajo" "Bajo" 2 "Más de 4" "Pequeño" "Alto" "Inaceptable"
"Bajo" "Bajo" 2 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 "Más de 4" "Medio" "Medio" "Aceptable"
"Bajo" "Bajo" 2 "Más de 4" "Medio" "Alto" "Bueno"
"Bajo" "Bajo" 2 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 2 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 2 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 3 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Bajo" 3 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Bajo" 3 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Bajo" 3 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Bajo" 3 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Bajo" 3 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Bajo" 3 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" 3 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" 3 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 4 "Medio" "Medio" "Aceptable"
"Bajo" "Bajo" 3 4 "Medio" "Alto" "Bueno"
"Bajo" "Bajo" 3 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 4 "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 3 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 3 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" 3 "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" 3 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Bajo" 3 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Bajo" 3 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 3 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 3 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 4 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Bajo" 4 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Bajo" 4 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Bajo" 4 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Bajo" 4 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Bajo" 4 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Bajo" 4 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" 4 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" 4 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 4 "Medio" "Medio" "Bueno"
"Bajo" "Bajo" 4 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Bajo" 4 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 4 "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 4 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" 4 "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" 4 "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" 4 "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Bajo" 4 "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Bajo" 4 "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" 4 "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Bajo" 4 "Más de 4" "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" "5 o más" 2 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Pequeño" "Medio" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Pequeño" "Alto" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Medio" "Medio" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Medio" "Alto" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Grande" "Medio" "Inaceptable"
"Bajo" "Bajo" "5 o más" 2 "Grande" "Alto" "Inaceptable"
"Bajo" "Bajo" "5 o más" 4 "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 4 "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" "5 o más" 4 "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" "5 o más" 4 "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 4 "Medio" "Medio" "Bueno"
"Bajo" "Bajo" "5 o más" 4 "Medio" "Alto" "Muy bueno"
"Bajo" "Bajo" "5 o más" 4 "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" 4 "Grande" "Medio" "Bueno"
"Bajo" "Bajo" "5 o más" 4 "Grande" "Alto" "Muy bueno"
"Bajo" "Bajo" "5 o más" "Más de 4" "Pequeño" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" "Más de 4" "Pequeño" "Medio" "Aceptable"
"Bajo" "Bajo" "5 o más" "Más de 4" "Pequeño" "Alto" "Bueno"
"Bajo" "Bajo" "5 o más" "Más de 4" "Medio" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" "Más de 4" "Medio" "Medio" "Bueno"
"Bajo" "Bajo" "5 o más" "Más de 4" "Medio" "Alto" "Muy bueno"
"Bajo" "Bajo" "5 o más" "Más de 4" "Grande" "Bajo" "Inaceptable"
"Bajo" "Bajo" "5 o más" "Más de 4" "Grande" "Medio" "Bueno"
"Bajo" "Bajo" "5 o más" "Más de 4" "Grande" "Alto" "Muy bueno"
